branchtype,branchorder,spacing,material,shape,diameter,width,t_width,t_width_up,width_up,width_dn,t_width_dn,height,height_up,height_dn,inlev_up,inlev_dn,bedlev_up,bedlev_dn,closed,manhole_up,manhole_dn
channel,-1,100,clay,rectangle,1.,1.,1.,1.,15.,15.,1.,1.,2.5,2.5,-1.,-1.,-1.,-1.,no,'',''
